id,pair_id,pair_suffix,label,original_split,assigned_split,text
5.1609.H,5.1609,H,1,train,train,"Qual é o nome da vovó no foguete? 2001, uma old Célia no espaço."
5.3047.H,5.3047,H,1,train,train,Qual o estado americano especializado em palestras? TEDxas.
5.87.H,5.87,H,1,train,train,Qual a embarcação criada para salvar os dinossauros do dilúvio?  A arca DINO É
4.148.H,4.148,H,1,train,train,Que nome se dá a uma mulher que tem a mania que é esperta? Eugénia.
5.1170.H,5.1170,H,1,train,train,Como chama o programa em q artistas não profissionais se apresentam para um júri e engordam bagarai? Show de calourias.
4.130.H,4.130,H,1,train,test,Qual é a parte do corpo mais leve? É o sóvácuo.
5.872.H,5.872,H,1,train,train,Qual comediante vive com calor? Renato Abane.
5.247.H,5.247,H,1,train,train,Qual cantor está sempre querendo uma bebida? MC Quer Vinho.
5.2959.H,5.2959,H,1,train,train,Qual empresa responsável por encher o avião? Infla Aero.
5.710.H,5.710,H,1,train,train,Como se faz para desenterrar um Jockey? É só escavá-lo.
5.661.H,5.661,H,1,train,train,Qual é o time da língua inglesa que é uma porcaria? Manchester Shit.
5.1063.N,5.1063,N,0,train,train,Qual a cidade que paga um valor fixo pra todo mundo? Capivari do Sul.
4.246.N,4.246,N,0,train,train,"Eu até pensei fazer uma piada sobre sódio e hidrogénio, mas não ..."
5.2044.H,5.2044,H,1,train,train,Que carro vale mil curtidas? 1k de like 
5.1506.N,5.1506,N,0,train,train,Qual é o funkeiro que embriaga as pessoas? MC Ryan
5.1439.H,5.1439,H,1,train,train,O que o passarinho falou para o passarinho? Quer danoninho?
5.2008.N,5.2008,N,0,train,validation,Em qual cidade todas as pedras preciosas e incomuns são protegidas? Sertãozinho
4.144.N,4.144,N,0,train,train,Porque é que as moedas não podem ter relações? Porque são inanimadas.
5.200.H,5.200,H,1,train,train,"O que o pão disse para o padeiro quando este abriu o forno? ""Assôoo""!"
5.3247.N,5.3247,N,0,train,validation,Qual verdadeiro nome de Malcom X? Malcolm.
4.723.N,4.723,N,0,train,train,Como é que as mães ralham com os filhos? Ai de ti que voltes a fazer isso!
4.21.N,4.21,N,0,train,train,Um turista asiático entra numa padaria . - Tem pão?
5.311.N,5.311,N,0,train,train,Por que o pato tem inveja do cachorro? Porque ele tem 1 rabo.
5.3153.N,5.3153,N,0,train,train,O que o bob esponja come pra ser tão serelepe? Hambúrguer de Siri com Queijo.
5.2270.H,5.2270,H,1,train,validation,O que o diretor de cena gay falou pro contra regra ? Me croma ki
5.1028.H,5.1028,H,1,train,train,Como os baianos chamam os cabelos loiros? Pelo ourinho.
5.3401.H,5.3401,H,1,train,train,Por que os indios receberam os portugueses com uma fogueira? Porque era cara a vela.
5.250.N,5.250,N,0,train,train,"Por que sempre depois que eu durmo à tarde, eu acordo com 1 kg de arroz, de feijão, macarrão, açúcar e etc.? Porque foi uma doação."
5.2623.N,5.2623,N,0,train,test,Qual ator é resultado do avanço da clonagem? George Clone.
5.2322.N,5.2322,N,0,train,train,Um homem perguntou quanto comia o vira-lata . Qual o nome do jogo? Rex tá um.
4.629.H,4.629,H,1,train,train,"Quando tiver um irmão, vai chamar-se Herrare. Porque Herrare é o mano."
5.568.N,5.568,N,0,train,train,Qual o cão farejador mais famoso? Scooby Doo.
5.2618.H,5.2618,H,1,train,train,Qual ator é uma frutinha? Char Lichia.
5.3192.N,5.3192,N,0,train,test,Qual personagem de desenho que não tem pinto? Patolino.
5.141.N,5.141,N,0,train,test,Qual o herói da ovelha? Batman.
5.2183.N,5.2183,N,0,train,validation,Qual é a hortaliça que faz sucesso no norte e nordeste? Macaxeira
5.2557.H,5.2557,H,1,train,train,Qual é o jogador brasileiro que não chega a caprichar na pontaria? Quase Miro.
5.3791.H,5.3791,H,1,train,validation,Qual loja vende roupas e dardos? Zara Batana.
5.3739.N,5.3739,N,0,train,train,"O que uma jogadora disse à outra quando quis mostrar sua lealdade? "" Vou aonde você for, amiga! """
4.601.H,4.601,H,1,train,test,"Qual é a diferença entre piadas de física e química? As piadas de física têm muito potencial, as de química são mais periódicas."
4.312.H,4.312,H,1,train,train,Porque é que a mulher do Einstein usa bikini? Porque tem um bom físico.
4.375.N,4.375,N,0,train,train,Como envergonhas um arqueólogo? Dás-lhe um pedragulho e perguntas de que período data.
5.3045.H,5.3045,H,1,train,test,"""Por que a pessoa não paga pelo absorvente? Porque """"quer free""""."""
5.485.N,5.485,N,0,train,train,Onde o Diabo almoça? No inferno.
5.1449.H,5.1449,H,1,train,train,Po rque o carteiro foi à feira? Porque tinha uma carta na manga.
5.3794.H,5.3794,H,1,train,train,Que dia do ano todos fazem os mesmos movimentos na piscina? Finados Sincronizado.
4.469.N,4.469,N,0,train,train,O meu médico disse-me que eu tinha uma úlcera no estômago . Foi uma notícia bastante difícil de aceitar.
5.1272.N,5.1272,N,0,train,validation,Qual rato que mais trabalha pela cultura do Brasil? Mickey Mouse.
5.3803.H,5.3803,H,1,train,train,Em qual símbolo uma ferramenta avisa que a outra foi embora? Foi-se o martelo.
4.721.H,4.721,H,1,train,validation,Como se sabe que Salazar tomava viagra? Foi o homem que mais tempo manteve a dita-dura.
5.3103.N,5.3103,N,0,train,train,Doença comum nos detergentes? Póliomielite.
5.1858.H,5.1858,H,1,train,train,Que cantora faz pequenas transmissões na internet? Avril Livinha.
5.567.N,5.567,N,0,train,train,Que cantor caiu de cara na calçada? Milton Nascimento.
5.764.H,5.764,H,1,train,train,"Qual o carro heróico, defensor dos fracos e oprimidos, que foi inventado na época da Pangeia?  Opala dino."
5.1237.N,5.1237,N,0,train,train,Qual o tio que faz pesquisa sobre o câncer? O Oncologista.
5.2700.N,5.2700,N,0,train,train,""" O que as organelas responderam quando perguntaram se elas eram argentinas? "" "" Pero sí, somos "" "" . """
5.2908.H,5.2908,H,1,train,train,Qual churrascaria serve quase nada de comida no seu rodízio? Churrascaria Poucão 
5.3722.N,5.3722,N,0,train,train,Qual personagem do Mortal Kombat sempre se despede de seu animal? O Kung Lao
4.355.H,4.355,H,1,train,train,Qual é o fenómeno meteorológico mais natalício? É a rabanada de vento.
5.4007.N,5.4007,N,0,train,train,Por que a Eva nunca dizia em que ano estudou? Porque Eva idosa.
5.229.N,5.229,N,0,train,test,Qual inseto está muito gordo? Mosquito.
5.771.H,5.771,H,1,train,test,Por que a ideia ficou cansada depois da reforma? Porque perdeu o assento.
5.3618.H,5.3618,H,1,train,test,Qual os piores inimigos dos MINIons??? MAXIoffs
4.319.H,4.319,H,1,train,test,A camaleoa vira-se para o marido: Volta para a camaleão...
4.683.H,4.683,H,1,train,train,Nunca li uma boa piada sobre granola. Mas sobre muesli.
5.1078.H,5.1078,H,1,train,train,Qual o bolo mais barulhento que existe? Bolo de Noises.
5.1746.H,5.1746,H,1,train,train,Por que o ciclista ficou com medo de entrar na mata? Porque ele viu umacobra radical
5.307.N,5.307,N,0,train,train,Qual a inflamação que manja de futebol? Lombalgia.
4.583.H,4.583,H,1,train,train,"""Cada dia, temos de fazer com que as pequenas coisas contem"" - disse a professora de matemática de anões."
5.1209.H,5.1209,H,1,train,test,"Qual verdura grita? Ai, pô!"
5.176.N,5.176,N,0,train,train,Como o pessoal do Street Fighter comemora o Réveillon? De roupa azul.
5.539.H,5.539,H,1,train,train,Qual personagem literário gosta de música nordestina? Dom Quis Xote.
4.497.N,4.497,N,0,train,train,O que fazia o médico sem-abrigo? Ortopedia.
5.3079.H,5.3079,H,1,train,train,Qual o cineasta mais odiado em Goiânia? Martin ScorCÉSIO.
4.273.N,4.273,N,0,train,train,"Chamei "" Migas "" à minha cadela . Assim, sempre que me perguntam se estou sozinho eu respondo que estou com a minha Migas."
5.3143.N,5.3143,N,0,train,test,Qual o grupo dos heróis? Os Vingadores.
4.271.N,4.271,N,0,train,train,Já disse ao meu filho que devia comer mais arroz . Mas ele ri-se disso.
5.841.N,5.841,N,0,train,validation,Qual escritor usava roupas de frio? Edgar Alã Põe.
4.550.N,4.550,N,0,train,train,O que faz um drogado no bingo? Dinheiro.
5.1089.N,5.1089,N,0,train,train,"Por que o gato mia pra lua, mas a lua não mia pro gato? Porque a lua não mia."
5.2788.N,5.2788,N,0,train,train,Qual atração que só pode entrar quem se chama Leonardo? Circus Oz
5.1657.H,5.1657,H,1,train,train,Qual é a lanchonete favorita dos góticos? Black Donald's.
5.2604.H,5.2604,H,1,train,train,Qual cantora morreu ligada? Celine DieOn.
5.3912.H,5.3912,H,1,train,train,Qual supermercado diz o preço de uma carne em inglês? Carré Four.
5.564.N,5.564,N,0,train,train,Qual pássaro vive depressivo? Papagaio.
4.326.N,4.326,N,0,train,test,Porque é que os homens são mais burros ao pé das mulheres? Porque passam de homo sapiens para homo australopitecos.
5.633.H,5.633,H,1,train,test,Quais heróis se preocupam mais com as poses para foto do que com o destino do seu planeta? Os Tumblrcats.
4.217.N,4.217,N,0,train,validation,Quando estiveres triste abraça um sapato . Um sapato consola.
5.1647.N,5.1647,N,0,train,train,"Por que o James Bond não conseguiu entrar no restaurante? Porque tinha uma placa escrito "" No Mobile ""."
4.512.N,4.512,N,0,train,train,"A minha vida sexual é como a tua . Dantes era normal, depois ficou pobre e agora é zero."
5.1069.N,5.1069,N,0,train,train,Qual é o esporte mais antigo? A justa.
5.1822.N,5.1822,N,0,train,test,Qual o ex-ator mirim mais invejoso de Hollywood? Macaulay Culkin.
5.3345.N,5.3345,N,0,train,train,"Um cara comprou uma dúzia de bananas, mas comeu dez . O que ele faz agora? Come as outras duas."
5.2670.N,5.2670,N,0,train,train,Qual a dança que a Princesa Isabel mais gostava? Valsa.
5.3537.H,5.3537,H,1,train,train,Qual rockeiro não engorda? É o Regime Hendrix.
5.1858.N,5.1858,N,0,train,test,Qual é o cigarro que todos os comediantes gostam? Malboro.
5.1294.N,5.1294,N,0,train,train,Qual candidato vai dar preferência a transporte como barcos e navios? Geraldo Alkmin.
5.2538.N,5.2538,N,0,train,train,Qual atriz da Globo tem o olho torto? Cristiana Oliveira.
4.610.H,4.610,H,1,train,test,Por que é que os robôs fazem cirurgias? Porque têm nervos de aço.
5.3936.N,5.3936,N,0,train,train,Qual grupo de gordos ganhava todas as corridas? Os Corredores.
5.75.H,5.75,H,1,train,train,Qual é o contrário de centopeia? Levantomãofoi.
5.3275.H,5.3275,H,1,train,train,Qual jogo de adulto mais infantil que existe? Poker mon.
5.2606.H,5.2606,H,1,train,train,Qual a figura mitológica mais velha? Antígona.
4.46.N,4.46,N,0,train,test,Estão dois gatinhos à procura da mãe . Qual é o filme? Os Aristogatos.
4.234.N,4.234,N,0,train,train,"Se os cães pudessem acordar os humanos com um instrumento musical, qual seria? Acordeão!"
5.3605.H,5.3605,H,1,train,train,Qual a banda que mais faz sucesso entre os jovens na internet? U2be.
4.598.N,4.598,N,0,train,train,Estou a pensar começar uma relação com a minha amiga . Ao menos ela sabe dar-me o devido valor.
4.18.H,4.18,H,1,train,test,"Cristiano Ronaldo, está nervoso para o jogo com a Suécia? Não, Estocolmo."
5.2988.H,5.2988,H,1,train,train,Qual microorganismo é sempre passado pra trás? Protozotário.
4.254.N,4.254,N,0,train,train,Qual é a língua menos falada no mundo? Ter Sami.
4.186.H,4.186,H,1,train,train,Qual é a série preferida dos cagalhões? Prison Break.
5.3315.N,5.3315,N,0,train,train,Em qual cidade o santo é guia turístico? Ouro Preto.
5.3845.H,5.3845,H,1,train,train,Qual diretora de cinema também corta cabelo? Tizoura Yamazaki.
5.3791.N,5.3791,N,0,train,train,Qual loja vende roupas e dardos? Loja de produtos para caça.
4.560.N,4.560,N,0,train,train,O que é um pêssego careca enfiado no nariz? Uma bizarrice.
5.3499.H,5.3499,H,1,train,train,Qual sanduíche que só paquita come? Xuxalada.
5.2033.H,5.2033,H,1,train,train,Por que contrataram um tagarela no Pet Shop? Porque ele era especialista em banho e prosa 
4.571.H,4.571,H,1,train,train,"Porque é que o semáforo ficou encarnado? Tu também ficarias, se tivesses de te mudar no meio da rua"
5.964.N,5.964,N,0,train,validation,Qual é a cantora que tomou conta do Menino Jesus? Gal Costa.
5.3367.H,5.3367,H,1,train,train,Como se chamam quatro pessoas azaradas? In four túnio.
5.2448.H,5.2448,H,1,train,test,Qual é o animal que faltou a festa na floresta? Fura Cão.
5.569.N,5.569,N,0,train,train,"Qual personagem histórico sempre pede um império? Alexandre, o Grande."
5.2197.N,5.2197,N,0,train,train,Porque o frango usava smoking? Porque era elegante no último!
5.2278.H,5.2278,H,1,train,train,Qual é o gênio renascentista que adorava jogar RPG? Leonardo d20 
5.4059.H,5.4059,H,1,train,train,Qual cantor de Rap nunca chega antes? Marcelo Depois.
5.1214.N,5.1214,N,0,train,train,Por que a ginasta ficou com um gosto amargo na boca? Porque era a Rebeca Andrade.
5.5.N,5.5,N,0,train,validation,Por que o celular foi para o centro de reabilitação? Porque a bateria estava perdendo-se.
5.3327.H,5.3327,H,1,train,test,Quais são os ídolos do Silvio Santos no esporte? Pelé-Senna.
5.3706.N,5.3706,N,0,train,train,Qual cantor brasileiro que só usa tênis? Léo Santana.
5.4064.H,5.4064,H,1,train,validation,Qual o legume que toca música? Aipo-d.
5.94.H,5.94,H,1,train,validation,Qual o material bélico mais carente? Miss you.
4.741.N,4.741,N,0,train,train,Por que é que os pescadores não conseguem pescar? Porque têm a cana partida.
5.2767.N,5.2767,N,0,train,train,Qual banda faz protesto nos blocos de carnaval? Francisco el Hombre
5.3489.H,5.3489,H,1,train,test,O que o cara fez depois que rasgou a roupa cinco vezes? Apelou pra Quinta Emenda.
5.3018.H,5.3018,H,1,train,train,Qual a série que fala de fato quem é sua mãe? Realmente your mother.
5.749.H,5.749,H,1,train,train,Qual parte do automóvel é uma lenda? Chassi Pererê.
5.994.H,5.994,H,1,train,test,Qual é a bebida mais intelectual que existe? Yacult.
5.1524.H,5.1524,H,1,train,validation,Como se chamava o cara que roubava discos do Eric Clapton? Claptonmaníaco.
5.561.N,5.561,N,0,train,test,Qual personagem do Star Wars? xubaca.
5.2268.N,5.2268,N,0,train,train,Qual mote favorito do faustão? Alá
5.4057.N,5.4057,N,0,train,train,Qual rapper nasceu na Itália? MC Romano.
3.14.H,3.14,H,1,train,train,Por que as plantas pequenas não falam? Porque elas são mudas.
5.2603.N,5.2603,N,0,train,train,Qual cantor enxergava tudo o que o professor escreve em sala de aula? Caetano Veloso.
5.1936.H,5.1936,H,1,train,train,Por que que em Minas Gerais eles não armazenam os discos em recipientes? Porque se guardar NOS POTE FAIA
5.1349.H,5.1349,H,1,train,validation,"Qual é o contrário de volátil? Vem cá, sobrinho."
5.2020.N,5.2020,N,0,train,test,O que o nordestino disse pro amigo que sempre aceitava desaforo calado? XIA ÔMI
4.737.H,4.737,H,1,train,train,Que nome se dá a uma manifestação de bêbados? Alcoólicos Anonymous.
5.3098.N,5.3098,N,0,train,train,Qual o mais engraçado ator de pegadinhas? Divo Holanda.
5.363.N,5.363,N,0,train,train,"Qual o filme em que a mãe fica indignada quando chega em casa e vê que as crianças cagaram fora do vaso? "" O que é isso com a sala? """
5.3257.H,5.3257,H,1,train,validation,Qual o veículo favorito do gay misterioso? Bisecreta.
5.4088.N,5.4088,N,0,train,test,Qual é a dupla viciada em drogas? Zezé de Camargo e Luciano.
5.2836.N,5.2836,N,0,train,train,"Qual é a máquina agrícola que levou o irmão pro hospital psiquiátrico? O trator, porque o irmão tava doente"
5.2846.N,5.2846,N,0,train,train,Qual escritor era o mais nojento? Fernando Pessoa
4.273.H,4.273,H,1,train,train,"Chamei ""Migas"" à minha cadela. Assim, sempre que me perguntam se estou sozinho eu respondo que estou com a Migas."
4.744.H,4.744,H,1,train,train,Onde nasceu o Harry Potter? Salvaterra de Magos.
5.782.H,5.782,H,1,train,train,Qual a tartaruga ninja que mais gosta de dormir? O Fronhatelo.
5.603.H,5.603,H,1,train,test,Qual é atriz que está sempre com uma coceirinha no pé? Suzana Frieira.
4.446.H,4.446,H,1,train,train,Qual é a banda preferida dos obesos? A banda gástrica.
4.606.H,4.606,H,1,train,validation,"O que diz um brasileiro numa ourivesaria? E aí, tudo joia?"
4.685.N,4.685,N,0,train,train,O que diz um cavalheiro quando abre uma porta? Primeiro as senhoras.
4.626.H,4.626,H,1,train,test,"Como é que se diz ""bicicleta"" em japonês? Kasimoto."
5.2300.H,5.2300,H,1,train,train,Por que as pessoas estavam testando comidas dentro do ônibus? Porque era um teste do Busfeed.
5.3822.H,5.3822,H,1,train,test,Qual comediante tem um carro da Renaut? MuriLogan.
5.336.N,5.336,N,0,train,train,Qual o meio de transporte mais barato na Bahia? Uber imbau
4.321.H,4.321,H,1,train,test,O que é que uma gata com o cio diz aos gatos? Cio later.
4.465.H,4.465,H,1,train,validation,O que recebe um filho quando tem boas notas? Uma mesada. E quando tem más notas? Uma cadeirada.
4.23.H,4.23,H,1,train,test,Que nome se dá a um cão que adivinha o futuro? Cãoguru.
4.689.H,4.689,H,1,train,train,"Até vos contava uma piada sobre obras, mas ainda está em construção."
5.3780.N,5.3780,N,0,train,train,Por que o Zé Bonitinho fazia as mulheres se engasgarem? Porque ele era o galã das mulheres
4.744.N,4.744,N,0,train,train,Onde nasceu o Gregório Fernandes? Salvaterra de Magos.
4.247.N,4.247,N,0,train,test,"Se algum dia te sentires triste por não receberes correio, vai ao Google e faz uma pesquisa . Vais ter milhares de explicações."
1.3.N,1.3,N,0,train,train,"Se um pato perde a esposa, ele fica manco ou viúvo?"
5.1440.H,5.1440,H,1,train,train,Qual o instrumento musical mais vendido no Sul? Bahteria.
5.906.N,5.906,N,0,train,train,Qual doce fica bem se você comer só um pouquinho? O Bom um Bocado.
5.3165.H,5.3165,H,1,train,test,Qual pintor ganhou mais dinheiro com sua arte? Ricasso.
5.541.H,5.541,H,1,train,test,"Por que apareço sorrindo nas redes sociais, quando abasteço o meu carro? Porque só Posto Shell fie."
4.22.H,4.22,H,1,train,test,Os médicos vão começar a passar receitas no computador. Ouvi dizer que são ficheiros comprimidos.
5.1237.H,5.1237,H,1,train,test,Qual o tio que faz pesquisa sobre o câncer? O Uncle Logista.
5.939.H,5.939,H,1,train,train,Qual é o cantor que tem o pênis mais rechonchudo? Zeca Pau Gordinho.
5.1490.H,5.1490,H,1,train,test,O que o whisky falou pro cadeado que estava cansado? Keep locking.
4.396.N,4.396,N,0,train,train,Com o que é que os dinossauros enchem o depósito? Com gasolina.
5.1061.N,5.1061,N,0,train,test,Qual doença temos que coletar esperma? Prostatite.
4.93.N,4.93,N,0,train,train,Porque é que no Reino Unido só existem hotéis em meia-pensão? Porque os outros estão lotados.
5.612.N,5.612,N,0,train,validation,Qual é o atleta que nunca fica no meio? Lateral.
5.3381.N,5.3381,N,0,train,test,Qual cantora baiana gosta de heavy metal? Margareth Menezes.
5.2253.N,5.2253,N,0,train,train,Doce preferido dos gatos quando estão no cio? Jujuba
5.2170.H,5.2170,H,1,train,train,"O que o Darth Vader falou pro Beto Jamaica? Sabre de nada, inocente!"
5.3053.H,5.3053,H,1,train,train,O que a vaca disse quando vazaram seus nudes? NUUUUUU!
5.553.N,5.553,N,0,train,test,O que a Minnie falou pro namorado dela quando encostou na fogueira? Mickey está quente.
5.1045.H,5.1045,H,1,train,train,"Qual o Pokémon que vive com meus primos? O mewtwo, pai dos meus primos"
4.14.H,4.14,H,1,train,train,O meu sonho é ser probre um dia. É que ser probre todos os dias é lixado.
5.3728.H,5.3728,H,1,train,train,"Como se chama o aquecedor que honesto, humilde e honrado? Aquecedor Hs."
5.254.N,5.254,N,0,train,train,Qual é o youtuber que ama a Microsoft? Bill Gates.
5.922.H,5.922,H,1,train,train,Qual é o gadget favorito das manicures? Esmalte Phone.
4.433.H,4.433,H,1,train,train,Hoje descobri que a minha torradeira não é à prova de água. Fiquei chocado.
4.127.N,4.127,N,0,train,train,Porque é que as pessoas honestas têm dificuldade em tirar a carteira a alguém? Porque não gostam de tirar o que quer que seja a ninguém.
5.3253.H,5.3253,H,1,train,train,Como se chamam aqueles parentes que você não vê nunca? Os Trans Parentes.
5.999.N,5.999,N,0,train,train,Qual desodorante ajuda a ir para o céu? Rexona.
4.49.N,4.49,N,0,train,train,Como se chama o irmão do Clemente? É o Júlio.
4.294.N,4.294,N,0,train,train,Encontrei um sapo dentro do meu computador . Agora tenho mais memória RAM.
5.2564.H,5.2564,H,1,train,train,Por que o Charlie Brown sofria de dores na cervical? Porque ele só olhava pro seum beagle.
5.733.N,5.733,N,0,train,train,Qual o sambista passou a dar presente pra todo mundo depois de ter o primeiro filho? Zeca Pagodinho.
5.593.N,5.593,N,0,train,train,Qual filme revela que nem todas as letras são leves? A insustentável leveza do C.
5.1083.N,5.1083,N,0,train,train,Qual a dança de rua é a mais famosa? Frevo.
5.1386.H,5.1386,H,1,train,train,Qual é o aplicativo de encontros onde as pessoas só falam numa língua morta? Latinder.
4.185.H,4.185,H,1,train,train,"Estão duas sapateiras num aquário, uma espirra e a outra diz: Santola!"
5.1627.N,5.1627,N,0,train,train,Qual é a atriz menos dramática do mundo? A tristeza
5.2877.N,5.2877,N,0,train,train,Qual a marca de roupa predileta do proctologista? Abercrombie & Fitch!
5.1811.N,5.1811,N,0,train,train,O que o Faustão tem acima das ombreiras? Mais do que nuca.
5.3234.N,5.3234,N,0,train,train,Quem é Castro Alves? Machado de Assis? Como? Camões?
5.1660.N,5.1660,N,0,train,train,Onde os piratas armazenam suas músicas favoritas? Google Drive.
5.3891.H,5.3891,H,1,train,train,Qual a peça de computador mais quieta de todas? O Tecalado.
5.1086.H,5.1086,H,1,train,train,"O que o Tico falou pro Teco?  ""Me dá um teco do seu lanche?"""
4.655.N,4.655,N,0,train,test,Hoje a São acordou toda molhada . O que aconteceu? Choveu.
5.1897.N,5.1897,N,0,train,train,O que o mano falou pro outro quando foi pra Paris? Vai ver a Monalisa?
5.1171.H,5.1171,H,1,train,train,Qual cantora espera um dia ser rainha? Mariah QUÉ REI.
4.666.H,4.666,H,1,train,train,Que chá bebem os colombianos? Chá kira.
5.3877.H,5.3877,H,1,train,train,Qual o cantor favorito da xícara? Alexandre Pires.
4.183.N,4.183,N,0,train,train,Como é que o António se chama quando anda de autocarro? António.
4.627.N,4.627,N,0,train,test,Um homem viu um filme nos Estados Unidos . Qual é o filme? American Pie.
5.3621.N,5.3621,N,0,train,train,Qual é a cantora que faz mais sucesso no Natal? Simone.
5.1044.N,5.1044,N,0,train,test,"Qual banda que se piscar, vira da umbanda? Mensageiros de Aruanda"
5.427.N,5.427,N,0,train,train,Qual filósofo demitiu o Aristóteles? O Platão.
4.408.N,4.408,N,0,train,train,Qual é o melhor ar para curar doenças? O ar puro.
5.3357.N,5.3357,N,0,train,train,Que tipo de iluminação se usa em teatro? Luz diFusa.
5.3149.N,5.3149,N,0,train,train,Por que o tenor podia trabalhar com qualquer orquestra que quisesse? Porque nao tinha contrato com nenhuma.
5.1862.H,5.1862,H,1,train,test,Qual é a unidade de medida mais serena? Tran-quilo 
5.3765.N,5.3765,N,0,train,train,Qual é o jogo favorito da Ivete Sangalo? Imagem e Ação
5.192.N,5.192,N,0,train,train,"Qual é o nome do grupo que toca música de macumba, mas só tem um integrante? Legião Urbana."
5.3730.N,5.3730,N,0,train,train,Por que a máquina consertou o som do guitarrista? Porque o pedal era de distorção.
5.674.H,5.674,H,1,train,train,Qual parente sempre deixa um pouco de comida no prato? A sobrinha.
5.1670.H,5.1670,H,1,train,train,Qual é o app que os jardineiros fazem questão de cortar da vida social deles? Instagrama.
5.1759.N,5.1759,N,0,train,train,Qual é o lutador do Mortal Kombat preferido pelo mosquito aedes aegypti? Sangue Azul.
5.2252.N,5.2252,N,0,train,test,Qual personagem de desenho falsifica notas com caneta? Bic Vigarista
5.122.N,5.122,N,0,train,test,Como chama a cerveja que você só toma de 2 em 2 anos? Skoll.
5.942.N,5.942,N,0,train,train,Qual banda não está bem? Banda Djavú.
5.3663.N,5.3663,N,0,train,train,Qual atacante visitou o Olimpo? Pelé.
4.169.H,4.169,H,1,train,train,O que diz um gato comunista? Mao.
5.229.H,5.229,H,1,train,train,Qual inseto está muito gordo? Obesouro.
5.2743.H,5.2743,H,1,train,train,Qual o animal que sempre tá de brinks? Tira no Sarro
4.61.H,4.61,H,1,train,train,Uma mulher manda-se dum prédio e acerta num homem que ia a passar. Qual é o filme? A cusada de morte.
4.482.N,4.482,N,0,train,train,"O homem já vivei no período Paleolítico, no Mesolítico, no Neolítico...Ao período atual chamamos Idade Contemporânea que veio depois da Idade Moderna e da Idade Média."
5.2184.N,5.2184,N,0,train,train,"Qual é o ator que participa de roda de pagode, de umbanda e de capoeira? Lázaro Ramos"
5.636.N,5.636,N,0,train,train,Qual a parte do corpo favorita do Muralha? Cabelo.
5.894.N,5.894,N,0,train,train,Qual carro você encontra numa concessionária? Pálio.
5.1918.H,5.1918,H,1,train,train,"Como as mulheres se comunicam entre si, no trabalho? Por fe-mail "
5.3258.N,5.3258,N,0,train,train,Qual apresentadora teve um ataque de susto? Infarte na Bernardes.
5.3264.N,5.3264,N,0,train,train,Qual o produto de limpeza mais animado? Multiuso.
5.3662.H,5.3662,H,1,train,test,Qual é a novela preferida dos dubladores? O Rei Dublado
5.3737.H,5.3737,H,1,train,test,Qual é o nome da lei que criminaliza bater em jogadores uruguaios? Lei Maria da Peñarol.
5.2385.H,5.2385,H,1,train,train,Por que o atrito e a resistência do ar foram ao psicólogo? Porque eles são muito desprezados
4.127.H,4.127,H,1,train,validation,Porque é que as pessoas honestas têm dificuldade em tirar a carta? Porque não gostam de tirar o que quer que seja a ninguém.
4.399.H,4.399,H,1,train,validation,Hoje vi o Jorge Jesus num anúncio de detergentes em que ele dizia: Este é o melhor detergente que tenho Tide!
5.849.H,5.849,H,1,train,train,Por que a namorada do Mickey quando não está bem começa a organizar as coisas? Porque ela é Minnie Má Lista.
5.1035.H,5.1035,H,1,train,test,Qual animal usa calça de cintura baixa? A SAINT-TROPEIA
4.743.H,4.743,H,1,train,train,Por que é que os professores de matemática saem de casa em cima da hora? Para chegarem à tangente.
5.620.H,5.620,H,1,train,train,Como chama uma reta que faz várias curvas? RETArdada…
4.752.N,4.752,N,0,train,test,"As sardinhas dormem? Não, só descansam em cardume."
5.2216.H,5.2216,H,1,train,test,Por que o astronauta desistiu de fazer mingau com farinha de trigo? Porque havia lactea 
5.3687.H,5.3687,H,1,train,validation,Qual o nome do cara que toma muita sopa? Claudio Knorr.
5.956.N,5.956,N,0,train,train,Como o ciclista reage a uma notícia ruim? Ele fica triste.
5.1772.N,5.1772,N,0,train,train,Qual é o colunista de fofoca preferido do Mufasa? Zazu.
5.3116.H,5.3116,H,1,train,train,Qual tipo de carne que só vai bem com cerveja? CoStella Artois.
5.1947.N,5.1947,N,0,train,train,O que pediram pro velho no dentista? A Carteira de Motorista.
4.263.H,4.263,H,1,train,train,"Um boi e uma vaca passaram uma noite num motel. Quem pagou? Os dois, fizeram uma vaquinha."
4.235.N,4.235,N,0,train,train,"Era uma vez um homem tão pequeno, tão pequeno, que em vez de praticar natação, praticava pesca desportiva."
5.4103.N,5.4103,N,0,train,validation,Qual a bebida preferida de Romeu e Julieta? Milk Shake.
5.261.H,5.261,H,1,train,train,Qual é o cantor que se suicidou? Frank Simata.
4.580.H,4.580,H,1,train,train,Que nome se dá ao karaté para amputados? Artes parciais.
5.2675.H,5.2675,H,1,train,train,Qual cantor sempre manda uma jogada boa no baralho? Mando Reis.
4.211.N,4.211,N,0,train,validation,O que é que os turcos usam para fazer o chá? Chaleira.
5.2491.H,5.2491,H,1,train,train,Qual é a dupla sertaneja favorita dos leões? Leãodro e Leãonardo.
5.3323.N,5.3323,N,0,train,test,Qual doce favorito do Bolsonaro? Cocada.
4.420.H,4.420,H,1,train,train,Porque é que a joaninha foi à farmácia? Foi comprar creme para os pontos negros.
